contact_id,date_souscription,formation_achete_transaction_gagne
1237451,2024-06-11 16:35:00,False
1237551,2024-09-12 15:35:00,False
1237653,2024-06-28 15:24:00,False
1237656,2024-11-05 15:22:00,False
1237801,2024-10-16 11:08:00,False
1237851,2024-09-06 11:42:00,False
1242351,2024-06-18 12:02:00,False
124694506713,2024-12-27 16:04:00,False
124713347290,2025-01-15 16:26:00,False
12490686659,2024-10-04 14:28:00,False
1249951,2024-10-16 14:48:00,False
1250551,2024-06-30 17:41:00,False
1254001,2024-11-15 09:52:00,False
126146148570,2025-01-09 16:32:00,False
1263551,2024-10-10 15:46:00,False
126370460870,2024-12-16 14:56:00,False
126414675183,2024-12-18 15:50:00,False
1264301,2024-11-26 15:38:00,False
126768758986,2025-01-09 16:23:00,False
126934172909,2024-12-13 11:30:00,False
127660554480,2024-12-23 14:23:00,False
127851662529,2025-04-03 10:56:00,False
128796038358,2024-12-27 16:10:00,False
1288301,2025-01-20 15:23:00,False
128869822713,2025-02-05 10:45:00,False
128907155648,2025-01-17 13:41:00,False
128981113050,2025-01-24 15:53:00,False
128995476726,2025-03-24 14:40:00,True
129090372827,2025-01-02 12:04:00,False
129249718500,2025-01-24 15:58:00,False
12973759694,2024-06-27 09:20:00,False
129774530764,2025-01-31 10:35:00,False
12989372910,2024-08-30 15:17:00,False
129912423631,2025-01-15 16:15:00,False
130051868877,2025-01-14 16:00:00,False
130085775589,2025-01-29 10:10:00,False
130214156501,2025-01-15 16:09:00,False
1308301,2025-03-28 16:23:00,False
1309,2024-12-13 10:57:00,False
130983475423,2025-03-17 15:23:00,False
131057360077,2025-01-24 16:15:00,False
131064657143,2025-01-03 15:53:00,False
131093905612,2025-02-17 10:04:00,False
1312851,2024-07-01 14:34:00,False
1314501,2025-02-04 16:45:00,False
131908565225,2024-12-27 16:06:00,False
13215080665,2024-11-13 15:47:00,False
1323451,2025-02-04 16:13:00,False
132658693351,2024-12-20 16:24:00,False
132658695399,2025-02-05 10:42:00,False
13267456505,2025-01-20 16:50:00,False
13276979397,2024-06-17 11:02:00,False
1330101,2025-02-08 12:05:00,False
133257742526,2025-01-15 16:13:00,False
1337254,2024-07-31 17:31:00,False
134,2024-11-15 11:19:00,False
134248584410,2025-03-20 16:12:00,False
134248664254,2024-12-27 15:36:00,False
134248665311,2025-01-31 10:36:00,False
134248697025,2024-12-28 15:32:00,False
134249004243,2025-01-09 16:13:00,False
13429426680,2024-12-04 14:29:00,False
1346,2024-11-05 11:05:00,False
13464954327,2024-06-17 11:07:00,False
134765706429,2025-02-05 10:17:00,False
1348551,2024-12-20 16:17:00,False
135219705041,2025-02-08 14:13:00,False
135565988080,2024-12-24 09:16:00,False
135565995239,2025-01-09 16:46:00,False
135566002370,2024-12-23 14:37:00,False
135645342941,2025-03-17 15:22:00,False
135759843519,2024-12-23 14:38:00,False
135759854833,2024-12-23 14:31:00,False
135762367691,2024-12-23 14:31:00,False
135762376941,2024-12-23 14:32:00,False
135834054877,2025-01-03 15:47:00,False
135834069202,2024-12-23 14:32:00,False
135959315677,2024-12-23 14:38:00,False
135959320775,2025-01-10 09:10:00,False
135959329983,2024-12-23 14:44:00,False
1362201,2024-10-10 15:48:00,False
136974528756,2025-01-02 16:40:00,False
137012740329,2024-12-26 10:39:00,False
137207304383,2025-03-13 16:05:00,False
137310388426,2025-01-29 10:52:00,False
137361525981,2025-01-15 15:59:00,False
137361526990,2025-02-04 16:23:00,False
137776268523,2025-01-27 11:30:00,False
137839270093,2025-01-02 16:13:00,False
137839272141,2025-01-02 16:14:00,False
137839277260,2025-01-02 16:15:00,False
137839280371,2025-01-02 16:39:00,False
137839297722,2025-01-02 16:46:00,False
137839298767,2025-01-31 10:31:00,False
137839299784,2025-02-25 15:16:00,False
137863686337,2025-02-17 09:28:00,False
137863693510,2025-01-24 12:59:00,False
137863713991,2025-01-02 16:13:00,False
137863728341,2025-01-02 16:39:00,False
137863731441,2025-01-09 16:43:00,False
137863733483,2025-01-02 16:44:00,False
137863737548,2025-01-02 16:44:00,False
137863739601,2025-01-02 16:45:00,False
137863837896,2025-01-03 15:56:00,False
1392350,2025-01-14 11:56:00,False
1394073,2024-09-10 12:59:00,False
1394632,2025-01-24 15:43:00,False
1394654,2024-12-11 10:35:00,False
1394676,2025-03-13 15:42:00,False
1394933,2024-09-20 15:20:00,False
1395048,2025-02-17 16:29:00,False
1395163,2025-03-07 14:53:00,False
1395562,2024-09-12 17:36:00,False
1396426,2024-06-14 14:13:00,False
1396748,2024-09-12 15:35:00,False
1397351,2024-12-14 11:48:00,False
1397387,2024-07-03 16:57:00,False
1397509,2024-12-18 13:01:00,False
1397563,2025-01-24 16:39:00,False
1398507,2025-01-17 11:30:00,False
1398726,2024-07-31 14:49:00,False
1400051,2025-01-24 12:56:00,False
1400061,2024-06-26 15:51:00,False
1400279,2024-07-23 14:33:00,False
1401148,2025-01-15 10:38:00,True
140178581704,2025-01-09 10:31:00,False
1402395,2024-06-13 11:03:00,False
1406496,2024-08-04 11:16:00,False
1409007,2025-01-03 13:00:00,False
14105193205,2024-11-05 17:07:00,False
14120549334,2024-07-08 13:48:00,False
1412671,2025-03-21 14:53:00,False
1412718,2024-12-26 12:55:00,False
1412733,2025-03-12 16:09:00,False
1413689,2024-06-11 16:07:00,False
1415431,2024-12-03 10:38:00,False
1418551,2025-03-11 11:59:00,False
143073526991,2024-12-26 15:38:00,False
143815468234,2025-01-24 14:13:00,False
14459224555,2024-06-10 13:11:00,False
145042639080,2025-02-04 16:13:00,False
146981951675,2025-01-28 17:33:00,False
147150208223,2025-01-09 16:42:00,False
147248550092,2025-01-09 16:43:00,False
147475174642,2025-01-09 16:40:00,False
147573284058,2025-02-04 16:05:00,False
147833927871,2025-01-02 11:01:00,False
147833950453,2025-01-13 14:36:00,False
14851267304,2024-07-30 11:00:00,False
149043191008,2025-01-15 16:20:00,False
149851702462,2025-02-17 10:04:00,False
150959681741,2025-01-30 16:03:00,False
15130353882,2024-06-25 14:13:00,False
151535689938,2025-01-24 16:13:00,False
151562538219,2025-03-27 15:55:00,True
151651121340,2025-01-15 16:18:00,False
151787369715,2025-03-26 14:49:00,False
1523,2024-11-02 16:26:00,False
1528,2024-07-15 10:48:00,False
15297732560,2024-06-27 11:47:00,False
15311806923,2024-07-08 13:52:00,False
15315464927,2024-06-26 12:32:00,False
15315840459,2024-07-09 11:39:00,False
1540,2024-08-29 15:14:00,False
155086935264,2025-02-03 14:12:00,False
1552,2024-10-29 12:18:00,False
1552851,2024-07-06 11:47:00,False
155385063657,2025-03-31 10:05:00,False
15632845290,2024-06-17 10:56:00,False
156478402760,2025-02-12 15:51:00,False
15666045385,2024-11-29 12:36:00,False
156660843747,2025-02-19 10:00:00,False
156711767239,2025-03-06 12:33:00,False
15674278097,2025-02-25 14:27:00,False
15674451133,2024-08-27 09:53:00,False
15675283940,2024-06-11 16:09:00,False
15675485668,2024-10-15 13:10:00,False
1569701,2024-07-30 16:11:00,False
157278136523,2025-01-20 12:17:00,False
157841621217,2025-01-29 10:45:00,False
1580,2024-07-31 12:20:00,False
15829302763,2024-06-27 10:12:00,False
158433904836,2025-02-08 14:29:00,False
15855734977,2024-08-30 14:01:00,False
158773121248,2025-01-29 11:58:00,False
158832411862,2025-02-17 16:31:00,False
159489401071,2025-01-29 12:03:00,False
159489407189,2025-01-17 10:50:00,False
159663895758,2025-02-04 16:09:00,False
159705723113,2025-01-17 11:26:00,False
159758533837,2025-02-19 10:22:00,False
159781996773,2025-03-31 16:17:00,False
159925650626,2025-01-24 16:18:00,False
16002213368,2024-07-10 10:16:00,False
160034640104,2025-03-06 09:31:00,False
160098110650,2025-01-31 11:18:00,False
160174755045,2025-02-03 16:17:00,False
1602451,2025-01-30 15:50:00,False
1608201,2024-12-09 15:24:00,False
161029817581,2025-02-20 15:49:00,False
1613,2024-10-21 12:49:00,False
16162045377,2024-06-19 10:24:00,False
1622901,2025-03-13 16:49:00,False
16251011281,2024-07-03 17:17:00,False
16252062197,2024-06-17 11:48:00,False
16258139125,2024-09-09 14:20:00,False
162751,2024-10-23 15:58:00,False
162964277466,2025-01-16 16:03:00,False
163246652642,2025-03-26 14:53:00,False
164056823019,2025-01-24 15:18:00,False
164072755420,2025-02-19 09:54:00,False
164117573837,2025-01-30 16:25:00,False
16446792660,2024-09-03 12:14:00,False
1652,2025-01-02 15:56:00,False
165618944244,2025-02-25 16:48:00,False
1662201,2025-01-28 12:50:00,False
166317948146,2025-01-29 12:01:00,False
166543356146,2025-01-24 16:06:00,False
166559737018,2025-02-06 16:10:00,False
1673801,2024-06-17 13:58:00,False
16815485376,2024-06-28 13:04:00,False
168418033855,2025-02-24 11:14:00,False
1685,2024-10-22 10:35:00,False
16851958988,2024-06-28 12:11:00,False
168549933304,2024-12-23 14:32:00,False
168549937401,2024-11-22 10:54:00,False
168549943492,2024-10-04 14:09:00,False
168549945553,2024-10-16 14:18:00,False
168549953752,2024-12-11 11:40:00,False
168554671318,2025-02-05 10:41:00,False
168554677473,2024-11-18 09:45:00,False
168554686676,2025-01-15 16:12:00,False
168554696908,2024-12-23 14:40:00,False
168554704080,2024-12-16 13:06:00,False
168554705141,2024-11-18 09:48:00,False
168554706133,2025-02-05 10:45:00,False
168554708202,2025-01-03 15:37:00,False
168554709223,2025-01-09 17:00:00,False
168554714349,2025-01-15 15:18:00,False
168554715372,2024-12-20 14:17:00,False
168554720461,2025-01-02 14:40:00,False
168554723534,2024-11-26 14:05:00,False
168554725604,2025-02-04 16:11:00,False
168554769629,2025-01-10 09:13:00,False
168554774722,2024-08-10 14:18:00,False
168554788057,2024-09-17 15:12:00,False
168554795219,2025-01-31 10:33:00,False
168554799337,2024-09-13 17:16:00,False
168554813626,2024-12-20 13:37:00,False
168554817759,2024-07-03 17:18:00,False
168554822885,2024-12-16 13:22:00,False
168554829049,2025-01-20 16:52:00,False
168554852548,2025-01-15 16:19:00,False
168554925275,2024-11-13 15:51:00,False
168554932427,2024-12-20 16:08:00,False
168554983633,2024-12-23 14:25:00,False
168555053289,2024-07-04 11:26:00,False
168555058379,2024-09-26 15:08:00,False
168559705330,2024-07-09 10:48:00,False
168559707326,2025-01-28 13:33:00,False
168559707357,2025-01-31 10:49:00,False
168559712458,2024-08-02 10:37:00,False
168559717621,2025-01-14 08:25:00,False
168559731959,2024-10-25 11:11:00,False
168566122745,2024-12-20 12:37:00,False
168573281518,2024-09-25 17:54:00,False
168573284552,2024-10-09 11:36:00,False
168573301966,2024-12-27 11:55:00,False
168573314235,2025-02-05 10:14:00,False
168577993941,2025-02-27 09:13:00,False
168578004200,2024-12-28 16:31:00,False
168578009327,2024-11-15 10:06:00,True
168614976700,2024-10-21 15:42:00,False
168614978806,2025-02-17 16:48:00,False
168615015635,2024-11-18 09:32:00,False
168622684382,2025-03-20 15:47:00,False
168649739471,2024-12-23 14:35:00,False
168649740514,2025-01-02 11:17:00,False
16891045093,2024-08-12 15:20:00,False
169169589495,2025-01-31 16:14:00,False
169207276743,2025-02-08 14:14:00,False
169235463380,2025-03-18 13:19:00,False
169241698519,2025-02-17 16:22:00,False
169461206212,2025-01-29 12:16:00,False
169461472483,2024-10-16 16:09:00,False
169461473496,2024-06-29 09:53:00,False
169461488861,2024-10-08 14:52:00,False
169461495009,2024-12-09 17:14:00,False
169461502158,2025-02-04 12:48:00,False
169461541093,2024-12-03 10:17:00,False
169561765052,2025-03-20 13:44:00,False
169999691991,2024-11-13 15:45:00,False
169999789257,2024-06-17 11:03:00,False
169999903951,2024-09-18 16:04:00,False
169999932649,2025-02-25 14:34:00,False
170000081137,2024-12-13 10:54:00,False
170000115945,2024-11-20 16:38:00,False
170000233692,2025-03-28 10:15:00,True
170000300268,2025-01-30 16:20:00,False
170079289539,2025-02-28 15:32:00,False
170112868595,2024-12-16 14:59:00,False
170112879843,2024-12-09 17:18:00,False
170119905492,2024-12-27 15:53:00,False
170242758905,2025-03-25 16:46:00,False
170242798796,2025-02-25 10:32:00,False
170270744815,2025-02-04 16:01:00,False
170309870838,2025-01-31 15:44:00,False
170495259889,2025-02-25 14:20:00,False
17071659225,2024-12-16 15:08:00,False
17074864121,2024-11-02 16:23:00,False
17077882331,2024-10-24 14:57:00,False
17078018519,2024-10-08 14:46:00,False
17078644690,2024-12-18 15:49:00,False
17082535132,2025-01-29 10:31:00,False
171084194036,2025-02-18 10:48:00,False
171130037464,2025-01-24 16:12:00,False
171134186721,2025-02-26 16:21:00,False
171195398334,2025-01-30 16:17:00,False
171374297292,2025-01-24 12:06:00,False
171474586862,2025-01-25 17:00:00,False
171867291844,2025-02-25 14:46:00,False
171867291868,2025-02-24 17:19:00,False
171867295971,2025-02-04 16:31:00,False
171867524341,2025-02-04 16:37:00,False
171944477882,2025-02-17 16:26:00,False
171966758099,2025-03-19 11:21:00,False
1723,2024-11-22 16:37:00,False
17261803245,2025-01-09 16:54:00,False
17261803470,2024-12-18 15:45:00,False
17261803709,2024-07-29 15:18:00,False
17283856377,2024-08-06 11:03:00,False
17283856833,2024-08-30 15:43:00,False
17283856836,2024-11-27 11:26:00,False
17283857093,2025-02-28 15:34:00,False
17295061437,2024-06-28 14:39:00,False
17295139823,2024-07-01 12:41:00,False
17295140062,2024-10-22 13:30:00,False
17295296954,2025-01-16 11:40:00,False
17295297220,2025-01-02 16:12:00,False
17295371755,2024-12-09 17:15:00,False
17296166868,2025-02-19 10:08:00,False
17296167130,2025-01-02 15:52:00,False
17296167143,2025-02-11 16:13:00,False
17296234209,2024-06-29 14:04:00,False
17297318890,2024-07-15 10:45:00,False
17297372346,2024-12-17 16:44:00,False
17297372398,2024-06-28 11:51:00,False
17297372401,2025-03-13 15:55:00,False
17297466616,2025-01-03 15:56:00,False
17297891546,2024-06-11 16:13:00,False
17298579156,2025-01-15 16:22:00,False
17298579178,2024-08-13 11:28:00,False
17298579421,2025-01-24 16:03:00,False
17298579644,2024-12-24 10:35:00,False
17299743946,2024-10-12 15:22:00,False
17299743988,2025-01-29 10:49:00,False
17299743992,2024-08-26 12:18:00,False
17299744213,2024-07-24 14:18:00,False
1730,2024-12-20 16:07:00,False
17300011197,2025-01-24 15:54:00,False
17300011211,2024-12-16 14:57:00,False
17300011470,2024-07-14 16:51:00,False
17300011707,2024-09-30 16:44:00,False
17300039394,2025-02-11 14:33:00,False
17300039897,2024-11-06 17:34:00,False
17300039898,2024-12-16 13:07:00,False
17300040140,2024-06-18 13:50:00,False
17300040164,2025-03-19 09:19:00,False
17300073705,2024-08-23 14:32:00,False
17300074431,2024-08-11 15:47:00,False
17300074716,2025-02-06 10:06:00,False
17300074723,2024-09-10 16:59:00,False
17300166642,2024-12-16 14:54:00,False
17300166886,2024-12-18 14:34:00,False
17300166892,2024-11-22 13:01:00,False
17300167123,2025-02-17 16:44:00,False
17300482782,2025-01-24 13:02:00,False
17300482794,2024-11-26 12:10:00,False
17300563403,2025-02-04 16:25:00,False
17300563433,2025-02-24 12:03:00,False
17300567994,2025-03-20 10:36:00,False
17300568042,2024-06-12 15:11:00,False
17300568264,2025-02-04 16:36:00,False
17316824552,2025-01-14 15:50:00,False
17318862301,2024-07-04 15:16:00,False
17337876157,2025-03-26 14:54:00,False
17351655359,2024-06-11 11:31:00,False
173998446807,2025-02-04 16:00:00,False
174011550946,2025-04-01 14:09:00,False
174040040649,2025-02-04 15:59:00,False
174047841523,2025-01-30 16:02:00,False
174065019076,2025-02-04 16:05:00,False
174072889576,2025-02-14 12:34:00,False
174095898840,2025-02-04 16:05:00,False
174095930571,2025-01-24 15:42:00,True
174109841614,2025-03-27 16:07:00,False
174171874536,2025-01-24 16:10:00,False
174171898045,2024-07-26 09:59:00,False
1745,2024-10-22 10:35:00,False
174568395966,2025-02-11 16:20:00,False
1746501,2025-02-21 12:05:00,False
175144887518,2025-02-06 09:30:00,False
17516989158,2024-06-20 11:55:00,False
175455335629,2025-03-18 12:35:00,False
175455618257,2025-03-17 15:17:00,False
175455700157,2025-02-04 16:30:00,False
17551,2024-09-27 15:53:00,False
17601,2024-06-21 09:32:00,False
17651,2025-03-11 13:49:00,False
1768601,2025-03-13 14:59:00,False
177100526789,2025-03-12 09:54:00,False
17714298557,2024-06-17 12:36:00,False
177179287741,2025-02-10 17:06:00,False
17728433621,2024-11-07 09:23:00,False
17733019579,2024-10-03 12:39:00,False
1778201,2024-07-08 09:20:00,False
17804158175,2024-07-11 12:59:00,False
178126752992,2025-02-14 14:43:00,True
178126836943,2025-01-29 15:32:00,False
17846217448,2024-06-11 17:31:00,False
17871418331,2024-06-14 09:43:00,False
17880987348,2024-06-11 17:31:00,False
179518677226,2025-03-20 15:44:00,False
180164945135,2025-02-18 15:56:00,False
180262378692,2025-02-10 11:44:00,False
1811801,2025-01-16 16:56:00,False
18122722542,2024-06-28 15:44:00,False
1821301,2024-07-23 16:10:00,False
182167855304,2025-02-17 16:33:00,False
182168155370,2025-02-20 16:04:00,False
18266501583,2024-06-11 16:09:00,False
182748859581,2025-02-08 14:31:00,False
183095356659,2025-02-08 14:17:00,False
183549198568,2025-03-13 15:45:00,False
184052503751,2025-02-11 16:14:00,False
18456410333,2024-07-10 14:47:00,False
18569190877,2024-07-16 10:14:00,False
18582606323,2024-07-24 12:59:00,False
186460957900,2025-03-13 15:20:00,False
186492178625,2025-02-11 11:31:00,False
1868302,2024-07-10 09:04:00,False
187068125415,2025-02-24 11:56:00,False
187068240107,2025-03-20 13:44:00,False
187068242109,2025-03-14 16:54:00,False
187068249324,2025-02-13 10:12:00,False
1872301,2024-10-02 09:18:00,False
187315701965,2025-02-08 14:16:00,False
187315708129,2025-01-23 10:14:00,False
187472007394,2025-02-08 14:12:00,False
187571689661,2025-01-24 14:29:00,False
18760208572,2024-09-12 17:35:00,False
18765448643,2024-07-12 10:06:00,False
187701614831,2025-02-20 15:50:00,False
187735875826,2025-02-19 10:10:00,False
188747750618,2025-02-17 16:24:00,False
188791170250,2025-02-17 16:24:00,False
188791239924,2025-02-25 14:28:00,True
1888251,2024-06-17 14:54:00,False
189052509416,2025-03-19 12:37:00,False
18925488315,2024-07-16 12:12:00,False
1892801,2025-02-17 16:40:00,False
18979227075,2024-07-04 15:25:00,False
189952617718,2025-02-28 15:53:00,False
1903901,2024-09-18 09:11:00,False
1912,2024-06-24 13:01:00,False
191306186947,2024-11-18 09:33:00,False
191309646061,2025-02-18 16:02:00,False
191360107706,2025-03-06 12:35:00,False
1914001,2024-07-15 10:41:00,False
191798058182,2024-10-03 11:58:00,False
191826975955,2025-02-17 16:47:00,False
19209454581,2024-08-28 15:39:00,False
1926401,2025-01-29 10:56:00,False
193215091903,2025-02-17 16:58:00,False
1935051,2025-01-29 10:12:00,False
193562191066,2025-02-27 16:09:00,True
1936351,2025-02-17 16:53:00,False
1936801,2025-03-17 15:13:00,False
1937251,2024-06-17 11:40:00,False
19403745212,2024-06-29 12:40:00,False
194193291458,2025-03-14 16:58:00,False
194193294568,2024-07-29 10:13:00,False
194235358412,2025-02-18 16:01:00,False
194254906600,2024-11-18 09:17:00,False
194254913781,2025-02-28 15:34:00,False
194262824152,2025-03-26 14:23:00,False
194357796044,2025-02-28 15:35:00,False
194391497943,2025-03-19 15:10:00,False
19519995080,2024-06-18 15:29:00,False
1953051,2024-06-17 11:13:00,False
19538238958,2024-06-21 10:34:00,False
195759554801,2025-02-27 10:13:00,False
1958,2024-11-25 09:24:00,False
195842341052,2025-02-20 16:05:00,False
195849594092,2025-02-20 16:05:00,False
195906253012,2025-02-27 10:13:00,False
196195505356,2025-02-25 17:09:00,False
196353666272,2025-02-28 15:33:00,False
196353926380,2025-03-10 12:56:00,False
196709276881,2025-03-14 16:57:00,False
19677909479,2024-06-19 11:08:00,False
19680336862,2024-07-03 17:16:00,False
19712275957,2024-09-02 14:32:00,False
19768841184,2024-07-15 10:37:00,False
1982,2024-06-17 11:59:00,False
198550538444,2025-02-24 11:13:00,False
198728707277,2025-03-07 16:45:00,True
198749838554,2025-03-14 16:55:00,False
198896133339,2025-02-26 13:22:00,False
199392677085,2025-02-28 15:32:00,True
1995,2025-03-18 10:21:00,False
199694975192,2025-02-24 11:59:00,False
199763569908,2025-02-25 14:46:00,False
200019299573,2025-03-17 10:49:00,False
20041795271,2024-07-03 17:00:00,False
200646847695,2025-03-03 09:06:00,False
200858986724,2025-03-28 12:00:00,False
20087444439,2024-11-27 15:51:00,False
201,2025-02-05 10:40:00,False
201064281275,2025-03-13 15:19:00,False
201179785413,2025-02-25 14:36:00,False
20181767134,2024-07-01 10:48:00,False
20197135817,2024-07-03 17:26:00,False
204197118138,2025-03-20 16:09:00,False
2055901,2024-07-03 10:20:00,False
2057051,2024-11-07 15:12:00,False
20667070172,2024-08-26 10:58:00,False
207101,2024-08-28 11:01:00,False
20846505940,2025-01-30 14:14:00,False
2084951,2025-01-02 12:11:00,False
208688185546,2025-03-07 10:33:00,True
209630526653,2025-02-28 15:35:00,False
20993129166,2024-07-08 11:48:00,False
2101,2024-09-05 12:51:00,False
2101051,2024-07-30 12:16:00,False
21034875322,2024-06-27 10:31:00,False
21035011528,2024-12-23 13:14:00,False
210860160236,2025-03-14 09:10:00,False
211073097944,2025-02-28 15:47:00,False
21157080282,2024-10-03 16:00:00,False
21167444667,2024-07-10 13:14:00,False
211893843188,2025-03-17 15:12:00,False
2126701,2024-10-25 10:51:00,False
212851,2024-08-26 12:15:00,False
212881892559,2025-03-07 14:46:00,False
213069091023,2025-03-07 14:44:00,False
21362727148,2024-09-25 09:53:00,False
21470976753,2025-01-02 16:14:00,False
21532489431,2024-09-18 15:46:00,False
2153951,2024-11-22 12:57:00,False
215742821614,2025-03-13 15:42:00,False
2160851,2025-02-17 16:30:00,False
216886919406,2025-03-13 16:59:00,False
216993780927,2025-03-19 12:37:00,False
217045847266,2025-03-19 12:37:00,False
217274966245,2025-03-27 16:07:00,False
217570816221,2025-03-27 16:07:00,False
217580423413,2025-03-27 16:07:00,False
21760768957,2024-08-06 10:05:00,False
21777978557,2025-02-18 10:47:00,False
2181451,2025-03-31 16:16:00,False
21825663458,2024-08-20 16:28:00,False
218480557282,2025-03-12 16:13:00,False
2186151,2024-06-28 13:47:00,False
218683280622,2025-03-26 14:23:00,False
218875861236,2025-03-20 16:04:00,False
218888901875,2025-03-13 16:04:00,False
218920153327,2025-03-26 14:23:00,False
219330810059,2025-03-17 15:21:00,False
2197951,2024-08-23 14:51:00,False
219924267223,2025-03-11 13:49:00,False
220547687657,2025-03-13 15:18:00,False
2212,2024-06-24 17:50:00,False
221927589098,2025-03-17 15:47:00,True
22197414093,2024-07-29 14:47:00,False
221997085934,2025-03-17 15:22:00,False
22214083271,2024-07-03 13:30:00,False
223208448212,2025-03-27 14:28:00,False
223258450153,2025-03-27 15:46:00,False
223258509530,2025-04-03 10:57:00,False
223258551508,2025-03-28 16:08:00,False
224312584383,2025-03-26 14:46:00,False
2245,2025-03-13 14:28:00,False
224593093854,2025-03-26 14:52:00,False
22500268994,2024-07-10 09:49:00,False
22501546966,2024-07-23 09:39:00,False
22508305596,2024-10-07 16:48:00,False
22510915802,2024-09-20 12:01:00,False
22518072310,2024-09-30 16:52:00,False
225572102384,2025-03-26 15:10:00,False
225634193657,2025-03-25 16:51:00,False
22654532814,2024-11-06 17:16:00,False
